CEL1 ID	CEL1 short_name	CEL1 description	CEL2 ID	CEL2 short_name	CEL2 description	CEL3 ID	CEL3 short_name	CEL3 description	CEL4 ID	CEL4 short_name	CEL4 description	CEL5 ID	CEL5 short_name	CEL5 description
B03-Permits	Permits	Permits, plan review, and administrative fees	B03d-Special permits	Special permits	Permits for specific activities beyond standard building	B03d01-Demolition permit	Demolition permit	Permit for structure demolition or removal
B03-Permits	Permits	Permits, plan review, and administrative fees	B03d-Special permits	Special permits	Permits for specific activities beyond standard building	B03d02-Grading permit	Grading permit	Permit for earthwork and grading activities
B03-Permits	Permits	Permits, plan review, and administrative fees	B03d-Special permits	Special permits	Permits for specific activities beyond standard building	B03d03-ROW permit	ROW permit	Permit for work within public right-of-way
B03-Permits	Permits	Permits, plan review, and administrative fees	B03d-Special permits	Special permits	Permits for specific activities beyond standard building	B03d04-Floodplain permit	Floodplain permit	Permit for construction within mapped floodplain
B03-Permits	Permits	Permits, plan review, and administrative fees	B03e-Inspection fees	Inspection fees	Fees for required code inspections during construction	B03e01-Foundation inspection	Foundation inspection	Inspection of foundation before concrete placement
B03-Permits	Permits	Permits, plan review, and administrative fees	B03e-Inspection fees	Inspection fees	Fees for required code inspections during construction	B03e02-Framing inspection	Framing inspection	Inspection of structural framing before close-in
B03-Permits	Permits	Permits, plan review, and administrative fees	B03e-Inspection fees	Inspection fees	Fees for required code inspections during construction	B03e03-Final inspection	Final inspection	Final code compliance inspection for certificate of occupancy
B03-Permits	Permits	Permits, plan review, and administrative fees	B03e-Inspection fees	Inspection fees	Fees for required code inspections during construction	B03e04-Re-inspection fee	Re-inspection fee	Fee charged when a failed inspection requires re-inspection
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04a-Water connection	Water connection	Fees to connect to municipal or district water system	B04a01-Water tap fee	Water tap fee	One-time fee for physical water main tap and meter installation
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04a-Water connection	Water connection	Fees to connect to municipal or district water system	B04a02-Water plant investment fee	Water plant investment fee	Capacity charge for water treatment and storage infrastructure
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04a-Water connection	Water connection	Fees to connect to municipal or district water system	B04a03-Water meter	Water meter	Cost of water meter and associated hardware
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04b-Sewer connection	Sewer connection	Fees to connect to municipal or district sanitary sewer system	B04b01-Sewer tap fee	Sewer tap fee	One-time fee for physical sewer main tap
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04b-Sewer connection	Sewer connection	Fees to connect to municipal or district sanitary sewer system	B04b02-Sewer plant investment fee	Sewer plant investment fee	Capacity charge for wastewater treatment infrastructure
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04c-Electric connection	Electric connection	Fees to connect to electric utility service	B04c01-Electric service extension	Electric service extension	Cost for utility to extend service to property line
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04c-Electric connection	Electric connection	Fees to connect to electric utility service	B04c02-Transformer and meter	Transformer and meter	Transformer installation and meter setup charges
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04d-Gas connection	Gas connection	Fees to connect to natural gas utility service	B04d01-Gas service extension	Gas service extension	Cost for utility to extend gas main to property
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04d-Gas connection	Gas connection	Fees to connect to natural gas utility service	B04d02-Gas meter	Gas meter	Gas meter installation and setup fee
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04e-Storm drainage fees	Storm drainage fees	Fees for connection to public storm drainage system	B04e01-Storm sewer tap	Storm sewer tap	Physical connection to storm sewer main
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04e-Storm drainage fees	Storm drainage fees	Fees for connection to public storm drainage system	B04e02-Drainage basin fee	Drainage basin fee	Proportional fee for regional drainage improvements
B04-Utilities	Utilities	Utility connection, tap, and capacity fees	B04f-Telecom and fiber	Telecom and fiber	Fees to connect to telecommunications and broadband infrastructure	B04f01-Conduit and connection	Conduit and connection	Conduit installation and service connection fee
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05a-Site preparation	Site preparation	Clearing and demolition	B05a01-Site prep	Site prep	Initial site work	B05a01a-Demolition	Demolition	Structure removal			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05a-Site preparation	Site preparation	Clearing and demolition	B05a01-Site prep	Site prep	Initial site work	B05a01b-Clearing	Clearing	Vegetation removal			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05a-Site preparation	Site preparation	Clearing and demolition	B05a02-Erosion control	Erosion control	Sediment management	B05a02a-Permanent	Permanent	Long-term erosion control			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05a-Site preparation	Site preparation	Clearing and demolition	B05a02-Erosion control	Erosion control	Sediment management	B05a02b-Temporary	Temporary	Construction-phase control			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05b-Earthwork & grading	Earthwork & grading	Earth moving and shaping	B05b01-Grading	Grading	Site leveling	B05b01a-Rough grading	Rough grading	Initial earth moving			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05b-Earthwork & grading	Earthwork & grading	Earth moving and shaping	B05b01-Grading	Grading	Site leveling	B05b01b-Import/export	Import/export	Soil hauling			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05b-Earthwork & grading	Earthwork & grading	Earth moving and shaping	B05b01-Grading	Grading	Site leveling	B05b01c-Fine grading	Fine grading	Final surface shaping			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05c-Stormwater & drainage	Stormwater & drainage	Storm drainage systems	B05c01-Detention	Detention	Stormwater storage						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05c-Stormwater & drainage	Stormwater & drainage	Storm drainage systems	B05c02-Water quality	Water quality	Runoff treatment						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d01-Electric	Electric	Site electrical service	B05d01a-Primary	Primary	Main electrical feed			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d01-Electric	Electric	Site electrical service	B05d01b-Secondary	Secondary	Distribution wiring			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d02-Gas	Gas	Natural gas service	B05d02a-Main and service	Main and service	Gas line and meter			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d03-Sanitary sewer	Sanitary sewer	Wastewater piping	B05d03a-Main extension	Main extension	Sewer line extension			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d03-Sanitary sewer	Sanitary sewer	Wastewater piping	B05d03b-Service lateral	Service lateral	Building sewer connection			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d04-Storm sewer	Storm sewer	Storm drain piping	B05d04a-Pipe and structures	Pipe and structures	Storm drain system			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d05-Telecom	Telecom	Communications conduit	B05d05a-Conduit	Conduit	Telecom raceway			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d06-Water	Water	Potable water service	B05d06a-Main extension	Main extension	Water line extension			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05d-Site utilities (wet + dry)	Site utilities (wet + dry)	Underground utilities	B05d06-Water	Water	Potable water service	B05d06b-Service lateral	Service lateral	Building water connection			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e01-Subgrade and base	Subgrade and base	Pavement foundation						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e02-Curb and gutter	Curb and gutter	Street edging						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e03-Paving	Paving	Asphalt or concrete surface						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e04-Driveways	Driveways	Vehicle access						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e05-Surface lot	Surface lot	At-grade parking						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e06-Sidewalks	Sidewalks	Pedestrian paths						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e07-EV charging	EV charging	Electric vehicle stations						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e08-Striping and signage	Striping and signage	Pavement markings						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05e-Paving & transportation	Paving & transportation	Roads and parking	B05e09-Parking structure	Parking structure	Detached parking garages and structures (site work)						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05f-Site improvements & amenities	Site improvements & amenities	Site features	B05f01-Retaining walls	Retaining walls	Site retaining structures and walls						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05f-Site improvements & amenities	Site improvements & amenities	Site features	B05f02-Fencing	Fencing	Perimeter and security fencing						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05f-Site improvements & amenities	Site improvements & amenities	Site features	B05f03-Structures	Structures	Site buildings						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05f-Site improvements & amenities	Site improvements & amenities	Site features	B05f04-Lighting	Lighting	Exterior illumination						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05f-Site improvements & amenities	Site improvements & amenities	Site features	B05f05-Recreation	Recreation	Play and sport areas						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05f-Site improvements & amenities	Site improvements & amenities	Site features	B05f06-Furniture	Furniture	Benches and fixtures						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g01-Irrigation	Irrigation	Landscape watering						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g02-Hardscape	Hardscape	Paved landscape areas	B05g02a-Patios	Patios	Concrete and paver patios			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g02-Hardscape	Hardscape	Paved landscape areas	B05g02b-Walkways	Walkways	Pedestrian paths and walkways			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g02-Hardscape	Hardscape	Paved landscape areas	B05g02c-Walls and borders	Walls and borders	Landscape walls, edging, and borders			
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g03-Trees	Trees	Tree planting						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g04-Shrubs and groundcover	Shrubs and groundcover	Low plantings						
B05-SiteInfra	SiteInfra	Site work & infrastructure construction	B05g-Landscaping & irrigation	Landscaping & irrigation	Planting and watering	B05g05-Sod and seed	Sod and seed	Lawn establishment						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06a-Architecture	Architecture	Design services	B06a01-Schematic design	Schematic design	Concept drawings						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06a-Architecture	Architecture	Design services	B06a02-Design development	Design development	Detailed design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06a-Architecture	Architecture	Design services	B06a03-Interior design	Interior design	Interior finishes design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06a-Architecture	Architecture	Design services	B06a04-Construction documents	Construction documents	Permit drawings						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06a-Architecture	Architecture	Design services	B06a05-Construction admin	Construction admin	Construction oversight						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06b-Engineering	Engineering	Engineering consultants	B06b01-Civil	Civil	Site engineering						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06b-Engineering	Engineering	Engineering consultants	B06b02-Electrical	Electrical	Electrical design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06b-Engineering	Engineering	Engineering consultants	B06b03-Fire protection	Fire protection	Fire systems design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06b-Engineering	Engineering	Engineering consultants	B06b04-Mechanical	Mechanical	HVAC design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06b-Engineering	Engineering	Engineering consultants	B06b05-Plumbing	Plumbing	Plumbing design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06b-Engineering	Engineering	Engineering consultants	B06b06-Structural	Structural	Structural design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06c-Consultants	Consultants	Specialty consultants	B06c01-Landscape architect	Landscape architect	Landscape design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06c-Consultants	Consultants	Specialty consultants	B06c02-Energy modeling	Energy modeling	Energy analysis						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06c-Consultants	Consultants	Specialty consultants	B06c03-Accessibility	Accessibility	ADA compliance						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06c-Consultants	Consultants	Specialty consultants	B06c04-Acoustical	Acoustical	Sound design						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06c-Consultants	Consultants	Specialty consultants	B06c05-Certifications	Certifications	Green building certs						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06c-Consultants	Consultants	Specialty consultants	B06c06-Commissioning	Commissioning	Systems verification						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06d-Legal	Legal	Project legal services	B06d01-Entity formation	Entity formation	Legal entity setup						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06d-Legal	Legal	Project legal services	B06d02-Contracts	Contracts	Contract preparation						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06d-Legal	Legal	Project legal services	B06d03-HOA formation	HOA formation	Association setup						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06e-Development management	Development management	Project oversight	B06e01-Owner rep	Owner rep	Owner's representative						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06e-Development management	Development management	Project oversight	B06e02-Developer overhead	Developer overhead	Internal staff time, back-office operations, and overhead required to manage the development (not including third-party consultants).						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06e-Development management	Development management	Project oversight	B06e03-Developer fee	Developer fee	Fee paid for development management services (often a % of project costs; distinct from profit/return).						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06e-Development management	Development management	Project oversight	B06e04-Developer profit/return	Developer profit/return	Risk-adjusted return to the developer/investors for putting capital at risk and delivering the project.						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06f-Project accounting	Project accounting	Financial management	B06f01-Project accounting	Project accounting	Cost tracking						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06f-Project accounting	Project accounting	Financial management	B06f02-Tax	Tax	Tax consulting						
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06g-Testing	Testing	Quality assurance	B06g01-Field / materials testing	Field / materials testing	Construction testing	B06g01a-Geotechnical testing	Geotechnical testing	Soil compaction tests			
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06g-Testing	Testing	Quality assurance	B06g01-Field / materials testing	Field / materials testing	Construction testing	B06g01b-Special inspections	Special inspections	Code inspections			
B06-SoftCosts	SoftCosts	Professional, consulting, and admin soft costs	B06g-Testing	Testing	Quality assurance	B06g02-Commissioning	Commissioning	Startup verification						
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a01-Basement	Basement	Full basement
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a02-Crawlspace	Crawlspace	Ventilated crawl
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a03-Deep	Deep	Deep foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a03-Deep	Deep	Deep foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a03-Deep	Deep	Deep foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a03-Deep	Deep	Deep foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a04-Shallow	Shallow	Spread foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a04-Shallow	Shallow	Spread foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a04-Shallow	Shallow	Spread foundations
B07-BuildCost	BuildCost	Hard construction (materials, labor, subcontractor O&P)	B07b-Shell	Shell	Building envelope	B07b01-Structure	Structure	Structural frame	B07b01a-Foundation	Foundation	Below-grade structure	B07b01a04-Shallow	Shallow	Spread foundations
